"name","attack","base_egg_steps","base_happiness","capture_rate","classfication","defense","experience_growth","height_m","hp","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary"
Dodrio,110,5120,70,45.0,Triple Bird Pokémon,70,1000000,1.8,60,85,60,60,110,normal,flying,85.2,1,False
Aggron,140,8960,35,45.0,Iron Armor Pokémon,230,1250000,2.1,70,306,60,80,50,steel,rock,360.0,3,False
Mankey,80,5120,70,190.0,Pig Monkey Pokémon,35,1000000,0.5,40,56,35,45,70,fighting,,28.0,1,False
Hitmonlee,120,6400,70,45.0,Kicking Pokémon,53,1000000,1.5,50,106,35,110,87,fighting,,49.8,1,False
Oshawott,55,5120,70,45.0,Sea Otter Pokémon,45,1059860,0.5,55,501,63,45,45,water,,5.9,5,False
Cyndaquil,52,5120,70,45.0,Fire Mouse Pokémon,43,1059860,0.5,39,155,60,50,65,fire,,7.9,2,False
Goldeen,67,5120,70,225.0,Goldfish Pokémon,60,1000000,0.6,45,118,35,50,63,water,,15.0,1,False
Swinub,50,5120,70,225.0,Pig Pokémon,40,1250000,0.4,50,220,30,30,50,ice,ground,6.5,2,False
Nihilego,53,30720,0,45.0,Parasite Pokémon,47,1250000,1.2,109,793,127,131,103,rock,poison,55.5,7,True
Mudkip,70,5120,70,45.0,Mud Fish Pokémon,50,1059860,0.4,50,258,50,50,40,water,,7.6,3,False
Sewaddle,53,3840,70,255.0,Sewing Pokémon,70,1059860,0.3,45,540,40,60,42,bug,grass,2.5,5,False
Weezing,90,5120,70,60.0,Poison Gas Pokémon,120,1000000,1.2,65,110,85,70,60,poison,,9.5,1,False
Grumpig,45,5120,70,60.0,Manipulate Pokémon,65,800000,0.9,80,326,90,110,80,psychic,,71.5,3,False
Lopunny,136,5120,140,60.0,Rabbit Pokémon,94,1000000,1.2,65,428,54,96,135,normal,,33.3,4,False
Togepi,20,2560,70,190.0,Spike Ball Pokémon,65,800000,0.3,35,175,40,65,20,fairy,,1.5,2,False
Teddiursa,80,5120,70,120.0,Little Bear Pokémon,50,1000000,0.6,60,216,50,50,40,normal,,8.8,2,False
Lampent,40,5120,70,90.0,Lamp Pokémon,60,1059860,0.6,60,608,95,60,55,ghost,fire,13.0,5,False
Palkia,120,30720,0,3.0,Spatial Pokémon,100,1250000,4.2,90,484,150,120,100,water,dragon,336.0,4,True
Shroomish,40,3840,70,255.0,Mushroom Pokémon,60,1640000,0.4,60,285,40,60,35,grass,,4.5,3,False
Porygon-Z,80,5120,70,30.0,Virtual Pokémon,70,1000000,0.9,85,474,135,75,90,normal,,34.0,4,False
Flygon,100,5120,70,45.0,Mystic Pokémon,80,1059860,2.0,80,330,80,80,100,ground,dragon,82.0,3,False
Tynamo,55,5120,70,190.0,EleFish Pokémon,40,1250000,0.2,35,602,45,40,60,electric,,0.3,5,False
Machop,80,5120,70,180.0,Superpower Pokémon,50,1059860,0.8,70,66,35,35,35,fighting,,19.5,1,False
Zekrom,150,30720,0,3.0,Deep Black Pokémon,120,1250000,2.9,100,644,120,100,90,dragon,electric,345.0,5,True
Wigglytuff,70,2560,70,50.0,Balloon Pokémon,45,800000,1.0,140,40,85,50,45,normal,fairy,12.0,1,False
Heracross,185,6400,70,45.0,Singlehorn Pokémon,115,1250000,1.5,80,214,40,105,75,bug,fighting,54.0,2,False
Archeops,140,7680,70,45.0,First Bird Pokémon,65,1000000,1.4,75,567,112,65,110,rock,flying,32.0,5,False
Gyarados,155,1280,70,45.0,Atrocious Pokémon,109,1250000,6.5,95,130,70,130,81,water,flying,235.0,1,False
Gliscor,95,5120,70,30.0,Fang Scorp Pokémon,125,1059860,2.0,75,472,45,75,95,ground,flying,42.5,4,False
Tranquill,77,3840,70,120.0,Wild Pigeon Pokémon,62,1059860,0.6,62,520,50,42,65,normal,flying,15.0,5,False
Gardevoir,85,5120,35,45.0,Embrace Pokémon,65,1250000,1.6,68,282,165,135,100,psychic,fairy,48.4,3,False
Azelf,125,20480,140,3.0,Willpower Pokémon,70,1250000,0.3,75,482,125,70,115,psychic,,0.3,4,True
Regice,50,20480,35,3.0,Iceberg Pokémon,100,1250000,1.8,80,378,100,200,50,ice,,175.0,3,True
Roselia,60,5120,70,150.0,Thorn Pokémon,45,1059860,0.3,50,315,100,80,65,grass,poison,2.0,3,False
Chimecho,50,6400,70,45.0,Wind Chime Pokémon,80,800000,0.6,75,358,95,90,65,psychic,,1.0,3,False
Bounsweet,30,5120,70,235.0,Fruit Pokémon,38,1059860,0.3,42,761,30,38,32,grass,,3.2,7,False
Pikachu,55,2560,70,190.0,Mouse Pokémon,40,1000000,0.4,35,25,50,50,90,electric,,6.0,1,False
Articuno,85,20480,35,3.0,Freeze Pokémon,100,1250000,1.7,90,144,95,125,85,ice,flying,55.4,1,True
Machoke,100,5120,70,90.0,Superpower Pokémon,70,1059860,1.5,80,67,50,60,45,fighting,,70.5,1,False
Gumshoos,110,3840,70,127.0,Stakeout Pokémon,60,1000000,0.7,88,735,55,60,45,normal,,14.2,7,False
Pikipek,75,3840,70,255.0,Woodpecker Pokémon,30,1000000,0.3,35,731,30,30,65,normal,flying,1.2,7,False
Cloyster,95,5120,70,60.0,Bivalve Pokémon,180,1250000,1.5,50,91,85,45,70,water,ice,132.5,1,False
Crawdaunt,120,3840,70,155.0,Rogue Pokémon,85,1640000,1.1,63,342,90,55,55,water,dark,32.8,3,False
Whismur,51,5120,70,190.0,Whisper Pokémon,23,1059860,0.6,64,293,51,23,28,normal,,16.3,3,False
Silcoon,35,3840,70,120.0,Cocoon Pokémon,55,1000000,0.6,50,266,25,25,15,bug,,10.0,3,False
Chandelure,55,5120,70,45.0,Luring Pokémon,90,1059860,1.0,60,609,145,90,80,ghost,fire,34.3,5,False
Jumpluff,55,5120,70,45.0,Cottonweed Pokémon,70,1059860,0.8,75,189,55,95,110,grass,flying,3.0,2,False
Amoonguss,85,5120,70,75.0,Mushroom Pokémon,70,1000000,0.6,114,591,85,80,30,grass,poison,10.5,5,False
Victreebel,105,5120,70,45.0,Flycatcher Pokémon,65,1059860,1.7,80,71,100,70,70,grass,poison,15.5,1,False
Metagross,145,10240,35,3.0,Iron Leg Pokémon,150,1250000,1.6,80,376,105,110,110,steel,psychic,550.0,3,False
Braixen,59,5120,70,45.0,Fox Pokémon,58,1059860,1.0,59,654,90,70,73,fire,,14.5,6,False
Tapu Bulu,130,3840,70,3.0,Land Spirit Pokémon,115,1250000,1.9,70,787,85,95,75,grass,fairy,45.5,7,True
Magikarp,10,1280,70,255.0,Fish Pokémon,55,1250000,0.9,20,129,15,20,80,water,,10.0,1,False
Simisear,98,5120,70,75.0,Ember Pokémon,63,1000000,1.0,75,514,98,63,101,fire,,28.0,5,False
Charjabug,82,3840,70,120.0,Battery Pokémon,95,1000000,0.5,57,737,55,75,36,bug,electric,10.5,7,False
Ducklett,44,5120,70,190.0,Water Bird Pokémon,50,1000000,0.5,62,580,44,50,55,water,flying,5.5,5,False
Eelektrik,85,5120,70,60.0,EleFish Pokémon,70,1250000,1.2,65,603,75,70,40,electric,,22.0,5,False
Gallade,165,5120,35,45.0,Blade Pokémon,95,1250000,1.6,68,475,65,115,110,psychic,fighting,52.0,4,False
Fletchling,50,3840,70,255.0,Tiny Robin Pokémon,43,1059860,0.3,45,661,40,38,62,normal,flying,1.7,6,False
Murkrow,85,5120,35,30.0,Darkness Pokémon,42,1059860,0.5,60,198,85,42,91,dark,flying,2.1,2,False
Noctowl,50,3840,70,90.0,Owl Pokémon,50,1000000,1.6,100,164,86,96,70,normal,flying,40.8,2,False
Anorith,95,7680,70,45.0,Old Shrimp Pokémon,50,600000,0.7,45,347,40,50,75,rock,bug,12.5,3,False
Forretress,90,5120,70,75.0,Bagworm Pokémon,140,1000000,1.2,75,205,60,60,40,bug,steel,125.8,2,False
Nidorino,72,5120,70,120.0,Poison Pin Pokémon,57,1059860,0.9,61,33,55,55,65,poison,,19.5,1,False
Ferroseed,50,5120,70,255.0,Thorn Seed Pokémon,91,1000000,0.6,44,597,24,86,10,grass,steel,18.8,5,False
Chingling,30,6400,70,120.0,Bell Pokémon,50,800000,0.2,45,433,65,50,45,psychic,,0.6,4,False
Duskull,40,6400,35,190.0,Requiem Pokémon,90,800000,0.8,20,355,30,90,25,ghost,,15.0,3,False
Mimikyu,90,5120,70,45.0,Disguise Pokémon,80,1000000,0.2,55,778,50,105,96,ghost,fairy,0.7,7,False
Fearow,90,3840,70,90.0,Beak Pokémon,65,1000000,1.2,65,22,61,61,100,normal,flying,38.0,1,False
Reshiram,120,30720,0,3.0,Vast White Pokémon,100,1250000,3.2,100,643,150,120,90,dragon,fire,330.0,5,True
Magnemite,35,5120,70,190.0,Magnet Pokémon,70,1000000,0.3,25,81,95,55,45,electric,steel,6.0,1,False
Huntail,104,5120,70,60.0,Deep Sea Pokémon,105,600000,1.7,55,367,94,75,52,water,,27.0,3,False
Ambipom,100,5120,100,45.0,Long Tail Pokémon,66,800000,1.2,75,424,60,66,115,normal,,20.3,4,False
Snivy,45,5120,70,45.0,Grass Snake Pokémon,55,1059860,0.6,45,495,45,55,63,grass,,8.1,5,False
Spinda,60,3840,70,255.0,Spot Panda Pokémon,60,800000,1.1,60,327,60,60,60,normal,,5.0,3,False
Croagunk,61,2560,100,140.0,Toxic Mouth Pokémon,40,1000000,0.7,48,453,61,40,50,poison,fighting,23.0,4,False
Mesprit,105,20480,140,3.0,Emotion Pokémon,105,1250000,0.3,80,481,105,105,80,psychic,,0.3,4,True
Poliwag,50,5120,70,255.0,Tadpole Pokémon,40,1059860,0.6,40,60,40,40,90,water,,12.4,1,False
Oricorio,70,5120,70,45.0,Dancing Pokémon,70,1000000,0.6,75,741,98,70,93,fire,flying,3.4,7,False
Golurk,124,6400,70,90.0,Automaton Pokémon,80,1000000,2.8,89,623,55,80,55,ground,ghost,330.0,5,False
Armaldo,125,7680,70,45.0,Plate Pokémon,100,600000,1.5,75,348,70,80,45,rock,bug,68.2,3,False
Electabuzz,83,6400,70,45.0,Electric Pokémon,57,1000000,1.1,65,125,95,85,105,electric,,30.0,1,False
Ursaring,130,5120,70,60.0,Hibernator Pokémon,75,1000000,1.8,90,217,75,75,55,normal,,125.8,2,False
Bewear,125,3840,70,70.0,Strong Arm Pokémon,80,1000000,2.1,120,760,55,60,60,normal,fighting,135.0,7,False
Charizard,104,5120,70,45.0,Flame Pokémon,78,1059860,1.7,78,6,159,115,100,fire,flying,90.5,1,False
Vanillite,50,5120,70,255.0,Fresh Snow Pokémon,50,1250000,0.4,36,582,65,60,44,ice,,5.7,5,False
Floette,65,5120,70,120.0,Fairy Pokémon,67,1000000,0.2,74,670,125,128,92,fairy,,0.9,6,False
Happiny,5,10240,140,130.0,Playhouse Pokémon,5,800000,0.6,100,440,15,65,30,normal,,24.4,4,False
Deino,65,10240,35,45.0,Irate Pokémon,50,1250000,0.8,52,633,45,50,38,dark,dragon,17.3,5,False
Hoothoot,30,3840,70,255.0,Owl Pokémon,30,1000000,0.7,60,163,36,56,50,normal,flying,21.2,2,False
Volcarona,60,10240,70,15.0,Sun Pokémon,65,1250000,1.6,85,637,135,105,100,bug,fire,46.0,5,False
Sylveon,65,8960,70,45.0,Intertwining Pokémon,65,1000000,1.0,95,700,110,130,60,fairy,,23.5,6,False
Finneon,49,5120,70,190.0,Wing Fish Pokémon,56,600000,0.4,49,456,49,61,66,water,,7.0,4,False
Rufflet,83,5120,70,190.0,Eaglet Pokémon,50,1250000,0.5,70,627,37,50,60,normal,flying,10.5,5,False
Karrablast,75,3840,70,200.0,Clamping Pokémon,45,1000000,0.5,50,588,40,45,60,bug,,5.9,5,False
Lotad,30,3840,70,255.0,Water Weed Pokémon,30,1059860,0.5,40,270,40,50,30,water,grass,2.6,3,False
Lapras,85,10240,70,45.0,Transport Pokémon,80,1250000,2.5,130,131,85,95,60,water,ice,220.0,1,False
Poliwhirl,65,5120,70,120.0,Tadpole Pokémon,65,1059860,1.0,65,61,50,50,90,water,,20.0,1,False
Sawsbuck,100,5120,70,75.0,Season Pokémon,70,1000000,1.9,80,586,60,70,95,normal,grass,92.5,5,False
Piloswine,100,5120,70,75.0,Swine Pokémon,80,1250000,1.1,100,221,60,60,50,ice,ground,55.8,2,False
Litten,65,3840,70,45.0,Fire Cat Pokémon,40,1059860,0.4,45,725,60,40,70,fire,,4.3,7,False
Clauncher,53,3840,70,225.0,Water Gun Pokémon,62,1250000,0.5,50,692,58,63,44,water,,8.3,6,False
Zoroark,105,5120,70,45.0,Illusion Fox Pokémon,60,1059860,1.6,60,571,120,60,105,dark,,81.1,5,False
Garbodor,95,5120,70,60.0,Trash Heap Pokémon,82,1000000,1.9,80,569,60,82,75,poison,,107.3,5,False
Deerling,60,5120,70,190.0,Season Pokémon,50,1000000,0.6,60,585,40,50,75,normal,grass,19.5,5,False
Illumise,47,3840,70,150.0,Firefly Pokémon,75,1640000,0.6,65,314,73,85,85,bug,,17.7,3,False
Unfezant,115,3840,70,45.0,Proud Pokémon,80,1059860,1.2,80,521,65,55,93,normal,flying,29.0,5,False
Manaphy,100,2560,70,3.0,Seafaring Pokémon,100,1250000,0.3,100,490,100,100,100,water,,1.4,4,True
Glaceon,60,8960,35,45.0,Fresh Snow Pokémon,110,1000000,0.8,65,471,130,95,65,ice,,25.9,4,False
Vikavolt,70,3840,70,45.0,Stag Beetle Pokémon,90,1000000,1.5,77,738,145,75,43,bug,electric,45.0,7,False
Xatu,75,5120,70,75.0,Mystic Pokémon,70,1000000,1.5,65,178,95,70,95,psychic,flying,15.0,2,False
Galvantula,77,5120,70,75.0,EleSpider Pokémon,60,1000000,0.8,70,596,97,60,108,bug,electric,14.3,5,False
Fraxure,117,10240,35,60.0,Axe Jaw Pokémon,70,1250000,1.0,66,611,40,50,67,dragon,,36.0,5,False
Exeggcute,40,5120,70,90.0,Egg Pokémon,80,1250000,0.4,60,102,60,45,40,grass,psychic,2.5,1,False
Baltoy,40,5120,70,255.0,Clay Doll Pokémon,55,1000000,0.5,40,343,40,70,55,ground,psychic,21.5,3,False
Zebstrika,100,5120,70,75.0,Thunderbolt Pokémon,63,1000000,1.6,75,523,80,63,116,electric,,79.5,5,False
Loudred,71,5120,70,120.0,Big Voice Pokémon,43,1059860,1.0,84,294,71,43,48,normal,,40.5,3,False
Cofagrigus,50,6400,70,90.0,Coffin Pokémon,145,1000000,1.7,58,563,95,105,30,ghost,,76.5,5,False
Cubone,50,5120,70,190.0,Lonely Pokémon,95,1000000,0.4,50,104,40,50,35,ground,,6.5,1,False
Virizion,90,20480,35,3.0,Grassland Pokémon,72,1250000,2.0,91,640,90,129,108,grass,fighting,200.0,5,True
Groudon,180,30720,0,3.0,Continent Pokémon,160,1250000,3.5,100,383,150,90,90,ground,,950.0,3,True
Sunkern,30,5120,70,235.0,Seed Pokémon,30,1059860,0.3,30,191,30,30,30,grass,,1.8,2,False
Lurantis,105,5120,70,75.0,Bloom Sickle Pokémon,90,1000000,0.9,70,754,80,90,45,grass,,18.5,7,False
Quilladin,78,5120,70,45.0,Spiny Armor Pokémon,95,1059860,0.7,61,651,56,58,57,grass,,29.0,6,False
Lunala,113,30720,0,45.0,Moone Pokémon,89,1250000,4.0,137,792,137,107,97,psychic,ghost,120.0,7,True
Infernape,104,5120,70,45.0,Flame Pokémon,71,1059860,1.2,76,392,104,71,108,fire,fighting,55.0,4,False
Exploud,91,5120,70,45.0,Loud Noise Pokémon,63,1059860,1.5,104,295,91,73,68,normal,,84.0,3,False
Zubat,45,3840,70,255.0,Bat Pokémon,35,1000000,0.8,40,41,30,40,55,poison,flying,7.5,1,False
Tapu Lele,85,3840,70,3.0,Land Spirit Pokémon,75,1250000,1.2,70,786,130,115,95,psychic,fairy,18.6,7,True
Hakamo-o,75,10240,70,45.0,Scaly Pokémon,90,1250000,1.2,55,783,65,70,65,dragon,fighting,47.0,7,False
Floatzel,105,5120,70,75.0,Sea Weasel Pokémon,55,1000000,1.1,85,419,85,50,115,water,,33.5,4,False
Gurdurr,105,5120,70,90.0,Muscular Pokémon,85,1059860,1.2,85,533,40,50,40,fighting,,40.0,5,False
Kricketot,25,3840,70,255.0,Cricket Pokémon,41,1059860,0.3,37,401,25,41,25,bug,,2.2,4,False
Terrakion,129,20480,35,3.0,Cavern Pokémon,90,1250000,1.9,91,639,72,90,108,rock,fighting,260.0,5,True
Roggenrola,75,3840,70,255.0,Mantle Pokémon,85,1059860,0.4,55,524,25,25,15,rock,,18.0,5,False
Masquerain,60,3840,70,75.0,Eyeball Pokémon,62,1000000,0.8,70,284,100,82,80,bug,flying,3.6,3,False
Crabominable,132,5120,70,60.0,Woolly Crab Pokémon,77,1000000,1.7,97,740,62,67,43,fighting,ice,180.0,7,False
Dusknoir,100,6400,35,45.0,Gripper Pokémon,135,800000,2.2,45,477,65,135,45,ghost,,106.6,4,False
Gastrodon,83,5120,70,75.0,Sea Slug Pokémon,68,1000000,0.9,111,423,92,82,39,water,ground,29.9,4,False
Riolu,70,6400,70,75.0,Emanation Pokémon,40,1059860,0.7,40,447,35,40,60,fighting,,20.2,4,False
Kangaskhan,125,5120,70,45.0,Parent Pokémon,100,1000000,2.2,105,115,60,100,100,normal,,80.0,1,False
Treecko,45,5120,70,45.0,Wood Gecko Pokémon,35,1059860,0.5,40,252,65,55,70,grass,,5.0,3,False
Darumaka,90,5120,70,120.0,Zen Charm Pokémon,45,1059860,0.6,70,554,15,45,50,fire,,37.5,5,False
Wartortle,63,5120,70,45.0,Turtle Pokémon,80,1059860,1.0,59,8,65,80,58,water,,22.5,1,False
Azumarill,50,2560,70,75.0,Aquarabbit Pokémon,80,800000,0.8,100,184,60,80,50,water,fairy,28.5,2,False
Swirlix,48,5120,70,200.0,Cotton Candy Pokémon,66,1000000,0.4,62,684,59,57,49,fairy,,3.5,6,False
Shiinotic,45,5120,70,75.0,Illuminating Pokémon,80,1000000,1.0,60,756,90,100,30,grass,fairy,11.5,7,False
Spoink,25,5120,70,255.0,Bounce Pokémon,35,800000,0.7,60,325,70,80,60,psychic,,30.6,3,False
Pyukumuku,60,3840,70,60.0,Sea Cucumber Pokémon,130,800000,0.3,55,771,30,130,5,water,,1.2,7,False
Rhydon,130,5120,70,60.0,Drill Pokémon,120,1250000,1.9,105,112,45,45,40,ground,rock,120.0,1,False
Lileep,41,7680,70,45.0,Sea Lily Pokémon,77,600000,1.0,66,345,61,87,23,rock,grass,23.8,3,False
Steelix,125,6400,70,25.0,Iron Snake Pokémon,230,1000000,9.2,75,208,55,95,30,steel,ground,400.0,2,False
Palossand,75,3840,70,60.0,Sand Castle Pokémon,110,1000000,1.3,85,770,100,75,35,ghost,ground,250.0,7,False
Ralts,25,5120,35,235.0,Feeling Pokémon,25,1250000,0.4,28,280,45,35,40,psychic,fairy,6.6,3,False
Buzzwole,139,30720,0,25.0,Swollen Pokémon,139,1250000,2.4,107,794,53,53,79,bug,fighting,333.6,7,True
Wailmer,70,10240,70,125.0,Ball Whale Pokémon,35,1640000,2.0,130,320,70,35,60,water,,130.0,3,False
Jellicent,60,5120,70,60.0,Floating Pokémon,70,1000000,2.2,100,593,85,105,60,water,ghost,135.0,5,False
Stunky,63,5120,70,225.0,Skunk Pokémon,47,1000000,0.4,63,434,41,41,74,poison,dark,19.2,4,False
Yungoos,70,3840,70,255.0,Loitering Pokémon,30,1000000,0.4,48,734,30,30,45,normal,,6.0,7,False
Morelull,35,5120,70,190.0,Illuminating Pokémon,55,1000000,0.2,40,755,65,75,15,grass,fairy,1.5,7,False
Buizel,65,5120,70,190.0,Sea Weasel Pokémon,35,1000000,0.7,55,418,60,30,85,water,,29.5,4,False
Hippowdon,112,7680,70,60.0,Heavyweight Pokémon,118,1250000,2.0,108,450,68,72,47,ground,,300.0,4,False
Nidoran♀,47,5120,70,235.0,Poison Pin Pokémon,52,1059860,0.4,55,29,40,40,41,poison,,7.0,1,False
Samurott,100,5120,70,45.0,Formidable Pokémon,85,1059860,1.5,95,503,108,70,70,water,,94.6,5,False
Omanyte,40,7680,70,45.0,Spiral Pokémon,100,1000000,0.4,35,138,90,55,35,rock,water,7.5,1,False
Blaziken,160,5120,70,45.0,Blaze Pokémon,80,1059860,1.9,80,257,130,80,100,fire,fighting,52.0,3,False
Golbat,80,3840,70,90.0,Bat Pokémon,70,1000000,1.6,75,42,65,75,90,poison,flying,55.0,1,False
Dratini,64,10240,35,45.0,Dragon Pokémon,45,1250000,1.8,41,147,50,50,50,dragon,,3.3,1,False
Meganium,82,5120,70,45.0,Herb Pokémon,100,1059860,1.8,80,154,83,100,80,grass,,100.5,2,False
Delphox,69,5120,70,45.0,Fox Pokémon,72,1059860,1.5,75,655,114,100,104,fire,psychic,39.0,6,False
Corphish,80,3840,70,205.0,Ruffian Pokémon,65,1640000,0.6,43,341,50,35,35,water,,11.5,3,False
Araquanid,70,3840,70,100.0,Water Bubble Pokémon,92,1000000,1.8,68,752,50,132,42,water,bug,82.0,7,False
Cleffa,25,2560,140,150.0,Star Shape Pokémon,28,800000,0.3,50,173,45,55,15,fairy,,3.0,2,False
Xurkitree,89,30720,0,30.0,Glowing Pokémon,71,1250000,3.8,83,796,173,71,83,electric,,100.0,7,True
Doduo,85,5120,70,190.0,Twin Bird Pokémon,45,1000000,1.4,35,84,35,35,75,normal,flying,39.2,1,False
Basculin,92,10240,70,25.0,Hostile Pokémon,65,1000000,1.0,70,550,80,55,98,water,,18.0,5,False
Bidoof,45,3840,70,255.0,Plump Mouse Pokémon,40,1000000,0.5,59,399,35,40,31,normal,,20.0,4,False
Krookodile,117,5120,70,45.0,Intimidation Pokémon,80,1059860,1.5,95,553,65,70,92,ground,dark,96.3,5,False
Spinarak,60,3840,70,255.0,String Spit Pokémon,40,800000,0.5,40,167,40,40,30,bug,poison,8.5,2,False
Girafarig,80,5120,70,60.0,Long Neck Pokémon,65,1000000,1.5,70,203,90,65,85,normal,psychic,41.5,2,False
Pangoro,124,6400,70,65.0,Daunting Pokémon,78,1000000,2.1,95,675,69,71,58,fighting,dark,136.0,6,False
Butterfree,45,3840,70,45.0,Butterfly Pokémon,50,1000000,1.1,60,12,90,80,70,bug,flying,32.0,1,False
Altaria,110,5120,70,45.0,Humming Pokémon,110,600000,1.1,75,334,110,105,80,dragon,flying,20.6,3,False
Electrode,50,5120,70,60.0,Ball Pokémon,70,1000000,1.2,60,101,80,80,150,electric,,66.6,1,False
Phanpy,60,5120,70,120.0,Long Nose Pokémon,60,1000000,0.5,90,231,40,40,40,ground,,33.5,2,False
Vileplume,80,5120,70,45.0,Flower Pokémon,85,1059860,1.2,75,45,110,90,50,grass,poison,18.6,1,False
Kyurem,120,30720,0,3.0,Boundary Pokémon,90,1250000,3.0,125,646,170,100,95,dragon,ice,325.0,5,True
Beautifly,70,3840,70,45.0,Butterfly Pokémon,50,1000000,1.0,60,267,100,50,65,bug,flying,28.4,3,False
Kommo-o,110,10240,70,45.0,Scaly Pokémon,125,1250000,1.6,75,784,100,105,85,dragon,fighting,78.2,7,False
Zorua,65,6400,70,75.0,Tricky Fox Pokémon,40,1059860,0.7,40,570,80,40,65,dark,,12.5,5,False
Wormadam,69,3840,70,45.0,Bagworm Pokémon,95,1000000,0.5,60,413,69,95,36,bug,grass,6.5,4,False
Boldore,105,3840,70,120.0,Ore Pokémon,105,1059860,0.9,70,525,50,40,20,rock,,102.0,5,False
Meloetta,128,30720,100,3.0,Melody Pokémon,90,1250000,0.6,100,648,77,77,128,normal,psychic,6.5,5,True
Sandile,72,5120,70,180.0,Desert Croc Pokémon,35,1059860,0.7,50,551,35,35,65,ground,dark,15.2,5,False
Farfetch'd,90,5120,70,45.0,Wild Duck Pokémon,55,1000000,0.8,52,83,58,62,60,normal,flying,15.0,1,False
Nosepass,45,5120,70,255.0,Compass Pokémon,135,1000000,1.0,30,299,45,90,30,rock,,97.0,3,False
Shelgon,95,10240,35,45.0,Endurance Pokémon,100,1250000,1.1,65,372,60,50,50,dragon,,110.5,3,False
Yanmega,76,5120,70,30.0,Ogre Darner Pokémon,86,1000000,1.9,86,469,116,56,95,bug,flying,51.5,4,False
Granbull,120,5120,70,75.0,Fairy Pokémon,75,800000,1.4,90,210,60,60,45,fairy,,48.7,2,False
Grovyle,65,5120,70,45.0,Wood Gecko Pokémon,45,1059860,0.9,50,253,85,65,95,grass,,21.6,3,False
Swoobat,57,3840,70,45.0,Courting Pokémon,55,1000000,0.9,67,528,77,55,114,psychic,flying,10.5,5,False
Grubbin,62,3840,70,255.0,Larva Pokémon,45,1000000,0.4,47,736,55,45,46,bug,,4.4,7,False
Lairon,90,8960,35,90.0,Iron Armor Pokémon,140,1250000,0.9,60,305,50,50,40,steel,rock,120.0,3,False
Kecleon,90,5120,70,200.0,Color Swap Pokémon,70,1059860,1.0,60,352,60,120,40,normal,,22.0,3,False
Psyduck,52,5120,70,190.0,Duck Pokémon,48,1000000,0.8,50,54,65,50,55,water,,19.6,1,False
Gulpin,43,5120,70,225.0,Stomach Pokémon,53,1640000,0.4,70,316,43,53,40,poison,,10.3,3,False
Wobbuffet,33,5120,70,45.0,Patient Pokémon,58,1000000,1.3,190,202,33,58,33,psychic,,28.5,2,False
Lickilicky,85,5120,70,30.0,Licking Pokémon,95,1000000,1.7,110,463,80,95,50,normal,,140.0,4,False
Chespin,61,5120,70,45.0,Spiky Nut Pokémon,65,1059860,0.4,56,650,48,45,38,grass,,9.0,6,False
Giratina,120,30720,0,3.0,Renegade Pokémon,100,1250000,4.5,150,487,120,100,90,ghost,dragon,750.0,4,True
Suicune,75,20480,35,3.0,Aurora Pokémon,115,1250000,2.0,100,245,90,115,85,water,,187.0,2,True
