"name","attack","base_egg_steps","base_happiness","capture_rate","classfication","defense","experience_growth","height_m","hp","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary"
Meloetta,128,30720,100,3.0,Melody Pokémon,90,1250000,0.6,100,648,77,77,128,normal,psychic,6.5,5,True
Magcargo,50,5120,70,75.0,Lava Pokémon,120,1000000,0.8,60,219,90,80,30,fire,rock,55.0,2,False
Spewpa,22,3840,70,120.0,Scatterdust Pokémon,60,1000000,0.3,45,665,27,30,29,bug,,8.4,6,False
Latios,130,30720,90,3.0,Eon Pokémon,100,1250000,2.0,80,381,160,120,110,dragon,psychic,60.0,3,True
Spearow,60,3840,70,255.0,Tiny Bird Pokémon,30,1000000,0.3,40,21,31,31,70,normal,flying,2.0,1,False
Giratina,120,30720,0,3.0,Renegade Pokémon,100,1250000,4.5,150,487,120,100,90,ghost,dragon,750.0,4,True
Politoed,75,5120,70,45.0,Frog Pokémon,75,1059860,1.1,90,186,90,100,70,water,,33.9,2,False
Swellow,85,3840,70,45.0,Swallow Pokémon,60,1059860,0.7,60,277,75,50,125,normal,flying,19.8,3,False
Exeggcute,40,5120,70,90.0,Egg Pokémon,80,1250000,0.4,60,102,60,45,40,grass,psychic,2.5,1,False
Talonflame,81,3840,70,45.0,Scorching Pokémon,71,1059860,1.2,78,663,74,69,126,fire,flying,24.5,6,False
Chimchar,58,5120,70,45.0,Chimp Pokémon,44,1059860,0.5,44,390,58,44,61,fire,,6.2,4,False
Cosmog,29,30720,0,45.0,Nebula Pokémon,31,1250000,0.2,43,789,29,31,37,psychic,,0.1,7,True
Bounsweet,30,5120,70,235.0,Fruit Pokémon,38,1059860,0.3,42,761,30,38,32,grass,,3.2,7,False
Sawsbuck,100,5120,70,75.0,Season Pokémon,70,1000000,1.9,80,586,60,70,95,normal,grass,92.5,5,False
Electrike,45,5120,70,120.0,Lightning Pokémon,40,1250000,0.6,40,309,65,40,65,electric,,15.2,3,False
Nihilego,53,30720,0,45.0,Parasite Pokémon,47,1250000,1.2,109,793,127,131,103,rock,poison,55.5,7,True
Shelgon,95,10240,35,45.0,Endurance Pokémon,100,1250000,1.1,65,372,60,50,50,dragon,,110.5,3,False
Deoxys,95,30720,0,3.0,DNA Pokémon,90,1250000,1.7,50,386,95,90,180,psychic,,60.8,3,True
Jirachi,100,30720,100,3.0,Wish Pokémon,100,1250000,0.3,100,385,100,100,100,steel,psychic,1.1,3,True
Emboar,123,5120,70,45.0,Mega Fire Pig Pokémon,65,1059860,1.6,110,500,100,65,65,fire,fighting,150.0,5,False
Electrode,50,5120,70,60.0,Ball Pokémon,70,1000000,1.2,60,101,80,80,150,electric,,66.6,1,False
Kartana,181,30720,0,255.0,Drawn Sword Pokémon,131,1250000,0.3,59,798,59,31,109,grass,steel,0.1,7,True
Fennekin,45,5120,70,45.0,Fox Pokémon,40,1059860,0.4,40,653,62,60,60,fire,,9.4,6,False
Magmortar,95,6400,70,30.0,Blast Pokémon,67,1000000,1.6,75,467,125,95,83,fire,,68.0,4,False
Xurkitree,89,30720,0,30.0,Glowing Pokémon,71,1250000,3.8,83,796,173,71,83,electric,,100.0,7,True
Heatran,90,2560,100,3.0,Lava Dome Pokémon,106,1250000,1.7,91,485,130,106,77,fire,steel,430.0,4,True
Delphox,69,5120,70,45.0,Fox Pokémon,72,1059860,1.5,75,655,114,100,104,fire,psychic,39.0,6,False
Swirlix,48,5120,70,200.0,Cotton Candy Pokémon,66,1000000,0.4,62,684,59,57,49,fairy,,3.5,6,False
Silcoon,35,3840,70,120.0,Cocoon Pokémon,55,1000000,0.6,50,266,25,25,15,bug,,10.0,3,False
Wobbuffet,33,5120,70,45.0,Patient Pokémon,58,1000000,1.3,190,202,33,58,33,psychic,,28.5,2,False
Luxio,85,5120,100,120.0,Spark Pokémon,49,1059860,0.9,60,404,60,49,60,electric,,30.5,4,False
Crobat,90,3840,70,90.0,Bat Pokémon,80,1000000,1.8,85,169,70,80,130,poison,flying,75.0,2,False
Zekrom,150,30720,0,3.0,Deep Black Pokémon,120,1250000,2.9,100,644,120,100,90,dragon,electric,345.0,5,True
Beartic,130,5120,70,60.0,Freezing Pokémon,80,1000000,2.6,95,614,70,80,50,ice,,260.0,5,False
Cloyster,95,5120,70,60.0,Bivalve Pokémon,180,1250000,1.5,50,91,85,45,70,water,ice,132.5,1,False
Lunala,113,30720,0,45.0,Moone Pokémon,89,1250000,4.0,137,792,137,107,97,psychic,ghost,120.0,7,True
Medicham,100,5120,70,90.0,Meditate Pokémon,85,1000000,1.3,60,308,80,85,100,fighting,psychic,31.5,3,False
Shiinotic,45,5120,70,75.0,Illuminating Pokémon,80,1000000,1.0,60,756,90,100,30,grass,fairy,11.5,7,False
Dialga,120,30720,0,3.0,Temporal Pokémon,120,1250000,5.4,100,483,150,100,90,steel,dragon,683.0,4,True
Manaphy,100,2560,70,3.0,Seafaring Pokémon,100,1250000,0.3,100,490,100,100,100,water,,1.4,4,True
Regice,50,20480,35,3.0,Iceberg Pokémon,100,1250000,1.8,80,378,100,200,50,ice,,175.0,3,True
Roggenrola,75,3840,70,255.0,Mantle Pokémon,85,1059860,0.4,55,524,25,25,15,rock,,18.0,5,False
Virizion,90,20480,35,3.0,Grassland Pokémon,72,1250000,2.0,91,640,90,129,108,grass,fighting,200.0,5,True
Torkoal,85,5120,70,90.0,Coal Pokémon,140,1000000,0.5,70,324,85,70,20,fire,,80.4,3,False
Bagon,75,10240,35,45.0,Rock Head Pokémon,60,1250000,0.6,45,371,40,30,50,dragon,,42.1,3,False
Ledyba,20,3840,70,255.0,Five Star Pokémon,30,800000,1.0,40,165,40,80,55,bug,flying,10.8,2,False
